content,polarity
"@AnayLaMaria Exacto, se pasaron todo por el orto. No previeron, no hubo liderazgo de sus alcaldes, ni municipalidades, instituciones,",N
@conoche repollo Ud últimamente como que muy amargo,N
Por dicha no he leído a nadie que diga que se exageró con el huracán. He escogido bien a quién seguir,P
Yo con ganas de tirarle mi batería externa a @ngarcia_s para que no se le descargue el celular,NEU
@tvnnoticias No para esa hora. Es devastador el efecto de #OttoCR en mi país en realidad,N
"@GLOri_177 Gloria, ¿en serio? Es muy probable, qué triste.",N
El amanecer va a ser bien feo por el recuento de los daños ojalá no aumente el número de víctimas.,N
Hoy puede ser el penúltimo capítulo de Ragnar Lothbrok,NONE
Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,N
@WancitoCubero @ericsolanog Me uno a la triste historia de no vacas,N
"Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.",P
Tengo los labios super secos #anli,N
"¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno",P
@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,NEU
Estoy solita en la oficina... pondré mis vídeos de cosas paranormales sin audífonos,NONE
@gat1tu sólo viste feo... Lo demás todo ok,NEU
No nos van dando 23 y 30 libres? ya no tengo que gastar dias de vacaciones,P
Ayer inicie con mi proyecto de hacerme mi propia huerta,NONE
@popemarino23 MAAAAE RAJADO! Pero lo bueno es q uno se va independizando!y logrando metas,P
Que dicha que hay trabajo y salud y vacaciones también,P
@joharoversi ja ja pero está precioso el condenado.,P
Juegos de pólvora y mi perrito asustado,N
@_Star_Vader tanto libro chiva que hay Y buen punto... Comida entonces,P
@Chamo_A_ la hijueputa tela se me salió. yo quería volver a quedar acostada.,N
Estoy así de no salir hoy.,N
Vamos a pasar año nuevo a la playa No? Bueno,NONE
Extraño todo de Belén Es tan chiva...,NEU
Y nos vamos encontrando a un ex en el hotel...,NONE
Hubiera tenido novia y hubiera pasado en más chill y menos Netflix estos 22 días de la casa sola,N
Mi hermano y yo convertimos el comedor principal en un café internet,NONE
"@hey_its_Nathy ah bueno, eso duele menos que el dedo del pie heee jajaja calma calma... laura lo arregla",P
"@edgumaco me acuerdo de la clínica Norza, el Peri, las casas en lotes llobet dañadas",NONE
Todavía no me he comido un maldito tamal,N
@oviedo_6 yo personalmente lo bloquearía inmediatamente pero al final yo no soy una belleza so,NEU
Hoy tuve mi primera premier y fue un éxito,P
@Jefersonserrano @luisricardo_28 @danielugalde07 @Stedich7 nombres yo llego hasta las 10:30 sábado a las 7 AM mejor jajaja,NONE
@vale24_12 siempre es bueno la opinión de un playo,P
Soy el ser más distraído del mundo,N
ojala que te de un bloqueo mas grande que el de mi cel,N
Toda mi familia va a estar dormida en mi graduación,N
Espero que mi jefe me de mañana libre,P
Yo todo feliz por recibir la orden patronal Y DE AHORA EN ADELANTE VA A SER DIGITAL,NEU
"@Ka_Arroyo_ jajaja yo nunca spoileo, eso lo odio pero le recomiendo no meterse a Tw mañana",P
"@hippielandsoul Yo defendía un poquito el 2016, ya no.",N
@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí,N
"@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace",P
@vrandrd bueno igual la veré porque el protagonista es muy guapo,P
Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,NEU
Llevaba tiempo de no estar tan quemada,N
"@germangn09 pero igual es feo, horrible, espantoso",N
"@LisethBriceno rajado que si, lo voy a extrañar un poquito",N
"Buen día @Dr_ivrecagu muchas gracias por su comentario, es un gusto servirle.",P
@azofeifaMonika yo te extraño un mundo también,P
Sería la mejor compañía para Marce y Osquitar  Bueno y yo,P
@HenAubSol17 yo estoy igual... Hoy pequé feo,N
Koki tuvo una pesadilla y empezó a ladrar/aullar/ llorar rarísimo. Casi me mata del susto,N
@aoctaviop yo llegué cuando cerraban una gelatería: tooodos los sabores que quedaban... y una cuchara,NEU
Feliz terminé cuatri fue un éxito . Ahora sueño con algo grande,P
"@ReinerJosueUH que raro, el mío si es real",NEU
Mis lunes no volverán a ser iguales @Luis_GadeaA,NONE
"@victorA_perez Ah bueno, gracias por estar taaaan pendiente de nosotros",P
Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,N
@Leiva89 lo puse y ví la INT de Manning. Está empezando igual,NONE
@conejoceni01 dígame que no es caro porque ya estoy bien pobre,NONE
"Que dicha que la MLS ya se llevó a la %@+\×~¥ de Francisco Calvo, siempre me ha parecido insoportable",N
Amo la nueva canción de Sofía Reyes,P
Ya no me quiero mover Estúpidos aeropuertos.,N
Se me acaba de caer el celular en una taza con agua y ahora suena horrible,N
@marianozumo porque su perfil privado me lo impide,NONE
La próxima vez que vaya a un bar hasta me sirvo yo solo.,NONE
Me corte el pelo y me siento demasiado pelona,N
mañana tengo el día libre y no tengo nada más que hacer que dormir,P
"@mariamadriz03 no me importa si no la lleva, visíteme que mi aparta es aburrido",N
Cada vez que veo a esa muchacha está más guapa,P
Que bueno que me regalen un cargador nuevo y un lifeproof para mi teléfono,P
@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.,P
@charlie10cr seguro las productoras estaban centradas en traer los de siempre,N
"Tener grandes eectativas a futuro, eso es vida",P
"lo único que quiero es que mi gato aparezca, no quiero vivir sin él, necesito escucharlo y verlo",N
"@CCRUZ305 y en Chile hubo terremoto de 7,7. El 2016 es el peor año.",N
@Caf3consal @santiagoantero Ya ahora es adolescente cool y no quiere ir conmigo al cine,N
"@ignaciosolisw ya yo voy de vuelta, pero le dejé la pampa lindísima",P
"@frankgrs super triste, imaginate una familia de 4 personas SOBREVIVIENDO con eso",N
"Ayer más que nunca extrañé a mi amigo Rumors, teníamos la casi tradición ir a Zapote los 25 juntos.",N
"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",P
Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,P
@KaroRC4 hay unos que son casi misión imposible pero está super lindo,P
"@cotarola Te mando un abrazo. Vienen días duros, pero se superan eventualmente",P
Soy feliz metiéndole plata al carro,P
No me arrepiento de nada ah Ojalá tuviera dinero infinito,NEU
Cuando queres comprar muchas cosas pero eres pobre,N
Lo extraño demasiado! 5 días es demasiado para mí,N
@zeroanima Esto me hizo feliz pero aun mas triste por no poder teletrabajar,N
"@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos",P
Mañana que entonces? -Yo buscando donde pasar navidad por que me dejaron solo,NONE
"Feliz Cumpleaños a @chela_cr, que se la pase bonito.",NONE
Me da tanta playada tener que ponerle el cono de nuevo a whiska,N
"Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo",NONE
"@Yoker_CelCast Yo estoy seguro que si, solo que no te lo han dicho aún",NONE
Bebé! Se me apago el cel y no me quedo registrado el número @neo_gonzalez14,NONE
Qué rico el silencio de mi cuarto,P
"Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya",P
"@earthlymama15 ahi voy , cambiando hábitos y haciendo un nuevo estilo de vida",P
"@andynuinsa @D_MolinaM @mzmcr @jeskomedina Pero son los periodistas de La Nación, ud dijo que eran los dueños de la verdad y vea.11 ideal",N
"Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola",N
"Feliz navidad, feliz navidad, feliz navidad y feliz navidad",P
@__el_Negro ah mae que duro eso en este día,N
@DiegoMontiel o... ves mis imágenes. Me resulta más sencillo que imaginar,NONE
"@MeDicenLauu felicidades Lau, que lo pasés genial",P
@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad,N
@gaby_mata25 @LuisEs22 Fue la última vez que fuimos al cine,NONE
@vale24_12 es el mensaje más triste de navidad,N
Yo quiero más lasaña de ayer! Cocinan rico donde me adoptaron ayer,P
Porque no hicieron un en vivo de la fiesta de Rubí?,NONE
¿Sería tan malo dejar un libro a medias y empezar otro que me llama más la atención?,NEU
@delfinomachin Son un escándalo los 4 juntos? hay fotos?,NONE
"@CoAnSh_ pero no a la que duró toda la vida Y ves @chao_luna , mamá es una buena mamá ️",P
"@moriuper hola! No, ya no hay más sur",NONE
"@KimberlyReyesC4 Como te digo, come maaaas y en mi casa sólo estamos mamá y yo",NEU
@jpguillenz a mí solo esos villancicos me gustan,P
"@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos",NONE
@msalgadocr de fijoooo. Y luego juntos olvidamos que fuimos a Palmares,NEU
"@padremariog Por cierto, para tu trabajo, el alcoholismo no es una opción.",NEU
"@eebenitez_ Jajaja es muy triste esto, pero ya hoy consigo otro",P
Mami se acaba de ir y ya la extraño,N
@JuanamartinezH Seguirme es lo único que tienes que hacer.,NONE
Ayer lloré viendo a @AlexBadilla en el snap que playada,N
@CNCOmusic reggaeton lento la canción del fin de año,NONE
@oooogeiD por mensa Yo supuse que era un toque más caro pero esa María tenía tarifa dinámica,N
"Necesito un abrazo de Marce en este momento, es lo más cercano que tengo",N
"@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja",NEU
@argmau deben ser mejores las que no me hacen menchon,P
"Estoy viendo #Bridegroom en Netflix y me tiene de un puro moco, véanla!",P
Ser productora radiofónica es lo mejor de la vida,P
@nubecina @grassengel pero no están en el cantón central de SJO,NONE
Si ocupan gente para una mejenga yo estoy disponible,NONE
Cuando te despiertas a medio Dia y no esta mi abuela,N
@Allanq24H @tonygm18 @PilarAcuna Ay yo no he visto la nueva temporada! Buena sugerencia,P
"@adrigamar Eso sí! Igual para vos, que la pases bonito",P
@jatenas @Amareto Abrazote enorme!! Sos un éxito!,P
Pero bueno es Año Nuevo y tengo que transmitir buena vibra ¡Feliz año!,P
@Jovel_Alvarez no sé si a todos les funcione pero ¡nosotros sí que lo vemos cumplido!,P
@oazamar Muchas gracias e igual para vos. Te mando un mega homo abrazo,P
Estos panes integrales de #ProsanaFoods están riquísimos. Disponibles hoy! Más información en…,P
Quiero como tener carro para hacer todo rápido,NEU
#DisparaManiguisDispara @faustoponce @Horacitu el programa excelente y sui generis como siempre y @_Maniguis le da un valor agregado,P
Listo. A empezar con las metas del año,P
"Primer objetivo del año , aplicar la Ley de la atracción este primero de Enero",NONE
@mscha14 @andreavasro Awww... de mis niños llorones favoritos!,NEU
Tristeza más hp me da siempre en año nuevo,N
"Mi palabra preferida para este 2016, fue gratitud. Todo funciona mejor agradeciendo.",P
casi me despicho la vida en medio Roble grabando un audio qué torpe me sentí,N
@jschiller27 yo tengo 4 años sin comer tamal. Jajaja,NONE
no encuentro ninguna buena serie en NF.,N
@Alphasniper97 Alpha suerte y ten un feliz año 2017,P
"@sancarlena77 @miguelpintor05 @demalaspalabras sip, te entendí por tu tuit anterior",NONE
"@danigr29 ya se que me ignoras, perooooo bueno",N
