content,polarity
Otro terremoto y otra alerta de Tsunami para Japón.,N
desde hoy en la pura mañanita no veo a mi papá,N
@valegarrou jaja es lo menos que hago por dicha pero si paso pegado a FB,NONE
"Exijo un beso como el de Carl y Enid, que lindoooooo. Wtf #twd",P
Los anuncios de TV de posgrados de mi alma mater son tan malos.,N
"@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",NEU
@emacavi @ViuditaCR como dijo ud Algo Similar entonces.,NONE
"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",P
"Que se hace cuando mi mamá tiene facebook, y no me da pelota por estar metida en el celular.",N
@zeroanima tómese de algo de una vez y listo,NONE
"@valealfaroq Yo ando en las mismas, pero no tanto dolor sino inflamación y parezco embarazada. ¡Qué horror!",N
En enero la ropa está más barata por si no sabían,NONE
Que triste todo este cierre de año para mi 🇨🇷 linda,N
"@mishafantana si obvio eso es lo importante, gracias por preguntar",P
En mi pueblo anda una patrulla de @fuerzapublicaCR recolectando alimentos no perecederos. En mi casa ya donamos #CostaRicaUnida,P
"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",N
@meLiKosha @sputnk no vi esto igual no podía hacer mucho,N
"@Maluavi @edmed82 @figuerescr invitadísimo a hacer las cosas diferente, hay que involucrarse y dar espacios a la mejor gente.",NONE
@massiel_ml amiga siiii y la pobresa extrema sigue,NONE
Yo ya estoy con gripe y ni me he mojado,NONE
@andynuinsa @NachoSantos7 me dejo congelado. Por algo es el amo de los ratings!!!,P
@NeneAlfaroB Amén! En serio hay q hacerlo,NONE
Mis anteojos están demasiado flojos y eso que tienen meses de comprados,N
Yo solo estoy pensando en proteger a mis gatos y a la perrita,NONE
Segundo cuarto y Golden ya lleva 73 puntos,P
"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",N
"En Curridabat muy calmado, ni una gota de agua y hasta caliente está 20°v... #nomegusta",N
@car_hidalgo lo hacen a diario. Hoy es más palpable por la emergencia. ️,NONE
"@vesamo13 ok, vea el lado positivo, tiene un motivo para hacerle drama el resto de si vida.",P
"@gaby_mata25 La voz sepsi que debe tener Que dicha Gaby! Ya el lunes regresará ""con toda la pata""",P
Esta va a ser la noche más larga para muchos,N
@conoche repollo Ud últimamente como que muy amargo,N
@tvnnoticias No para esa hora. Es devastador el efecto de #OttoCR en mi país en realidad,N
"@GLOri_177 Gloria, ¿en serio? Es muy probable, qué triste.",N
Hoy puede ser el penúltimo capítulo de Ragnar Lothbrok,NONE
Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,N
@WancitoCubero @ericsolanog Me uno a la triste historia de no vacas,N
"Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.",P
"¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno",P
@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,NEU
Estoy solita en la oficina... pondré mis vídeos de cosas paranormales sin audífonos,NONE
@gat1tu sólo viste feo... Lo demás todo ok,NEU
Ayer inicie con mi proyecto de hacerme mi propia huerta,NONE
Que dicha que hay trabajo y salud y vacaciones también,P
@joharoversi ja ja pero está precioso el condenado.,P
Juegos de pólvora y mi perrito asustado,N
@_Star_Vader tanto libro chiva que hay Y buen punto... Comida entonces,P
@Chamo_A_ la hijueputa tela se me salió. yo quería volver a quedar acostada.,N
Estoy así de no salir hoy.,N
Vamos a pasar año nuevo a la playa No? Bueno,NONE
Extraño todo de Belén Es tan chiva...,NEU
Y nos vamos encontrando a un ex en el hotel...,NONE
Mi hermano y yo convertimos el comedor principal en un café internet,NONE
"@edgumaco me acuerdo de la clínica Norza, el Peri, las casas en lotes llobet dañadas",NONE
Todavía no me he comido un maldito tamal,N
@oviedo_6 yo personalmente lo bloquearía inmediatamente pero al final yo no soy una belleza so,NEU
Hoy tuve mi primera premier y fue un éxito,P
@Jefersonserrano @luisricardo_28 @danielugalde07 @Stedich7 nombres yo llego hasta las 10:30 sábado a las 7 AM mejor jajaja,NONE
@vale24_12 siempre es bueno la opinión de un playo,P
Soy el ser más distraído del mundo,N
ojala que te de un bloqueo mas grande que el de mi cel,N
Toda mi familia va a estar dormida en mi graduación,N
Espero que mi jefe me de mañana libre,P
"@Ka_Arroyo_ jajaja yo nunca spoileo, eso lo odio pero le recomiendo no meterse a Tw mañana",P
"@hippielandsoul Yo defendía un poquito el 2016, ya no.",N
@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí,N
"@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace",P
@vrandrd bueno igual la veré porque el protagonista es muy guapo,P
Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,NEU
Llevaba tiempo de no estar tan quemada,N
"@germangn09 pero igual es feo, horrible, espantoso",N
"@LisethBriceno rajado que si, lo voy a extrañar un poquito",N
"Buen día @Dr_ivrecagu muchas gracias por su comentario, es un gusto servirle.",P
Sería la mejor compañía para Marce y Osquitar  Bueno y yo,P
@HenAubSol17 yo estoy igual... Hoy pequé feo,N
Feliz terminé cuatri fue un éxito . Ahora sueño con algo grande,P
"@ReinerJosueUH que raro, el mío si es real",NEU
Mis lunes no volverán a ser iguales @Luis_GadeaA,NONE
"@victorA_perez Ah bueno, gracias por estar taaaan pendiente de nosotros",P
Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,N
@Leiva89 lo puse y ví la INT de Manning. Está empezando igual,NONE
@conejoceni01 dígame que no es caro porque ya estoy bien pobre,NONE
Amo la nueva canción de Sofía Reyes,P
Ya no me quiero mover Estúpidos aeropuertos.,N
La próxima vez que vaya a un bar hasta me sirvo yo solo.,NONE
Me corte el pelo y me siento demasiado pelona,N
mañana tengo el día libre y no tengo nada más que hacer que dormir,P
Cada vez que veo a esa muchacha está más guapa,P
@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.,P
@charlie10cr seguro las productoras estaban centradas en traer los de siempre,N
"Tener grandes eectativas a futuro, eso es vida",P
"@ignaciosolisw ya yo voy de vuelta, pero le dejé la pampa lindísima",P
"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",P
Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,P
@KaroRC4 hay unos que son casi misión imposible pero está super lindo,P
"@cotarola Te mando un abrazo. Vienen días duros, pero se superan eventualmente",P
No me arrepiento de nada ah Ojalá tuviera dinero infinito,NEU
Cuando queres comprar muchas cosas pero eres pobre,N
Lo extraño demasiado! 5 días es demasiado para mí,N
@zeroanima Esto me hizo feliz pero aun mas triste por no poder teletrabajar,N
"@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos",P
Mañana que entonces? -Yo buscando donde pasar navidad por que me dejaron solo,NONE
Me da tanta playada tener que ponerle el cono de nuevo a whiska,N
"Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo",NONE
Qué rico el silencio de mi cuarto,P
"Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya",P
"Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola",N
"Feliz navidad, feliz navidad, feliz navidad y feliz navidad",P
@__el_Negro ah mae que duro eso en este día,N
@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad,N
@gaby_mata25 @LuisEs22 Fue la última vez que fuimos al cine,NONE
"@moriuper hola! No, ya no hay más sur",NONE
"@KimberlyReyesC4 Como te digo, come maaaas y en mi casa sólo estamos mamá y yo",NEU
"@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos",NONE
@msalgadocr de fijoooo. Y luego juntos olvidamos que fuimos a Palmares,NEU
"@eebenitez_ Jajaja es muy triste esto, pero ya hoy consigo otro",P
Mami se acaba de ir y ya la extraño,N
@JuanamartinezH Seguirme es lo único que tienes que hacer.,NONE
Ayer lloré viendo a @AlexBadilla en el snap que playada,N
@CNCOmusic reggaeton lento la canción del fin de año,NONE
"@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja",NEU
@argmau deben ser mejores las que no me hacen menchon,P
"Estoy viendo #Bridegroom en Netflix y me tiene de un puro moco, véanla!",P
Ser productora radiofónica es lo mejor de la vida,P
@nubecina @grassengel pero no están en el cantón central de SJO,NONE
Si ocupan gente para una mejenga yo estoy disponible,NONE
@jatenas @Amareto Abrazote enorme!! Sos un éxito!,P
@Jovel_Alvarez no sé si a todos les funcione pero ¡nosotros sí que lo vemos cumplido!,P
Quiero como tener carro para hacer todo rápido,NEU
Tristeza más hp me da siempre en año nuevo,N
no encuentro ninguna buena serie en NF.,N
@Alphasniper97 Alpha suerte y ten un feliz año 2017,P
"@sancarlena77 @miguelpintor05 @demalaspalabras sip, te entendí por tu tuit anterior",NONE
